,,Republic of Moldova,,, 16 , 18 , 20 , 19 , 16 , 38 , 51 , 92 , 116 , 88 ,,,, 0.38 , 0.43 , 0.48 , 0.46 , 0.39 , 0.93 , 1.25 , 2.26 , 2.85 , 2.16 ,
,,Russian Federation,," 1,117 "," 1,135 ", 994 , 837 , 698 , 633 , 519 , 520 , 512 , 442 , 369 , 336 ,, 0.78 , 0.79 , 0.69 , 0.58 , 0.49 , 0.44 , 0.36 , 0.36 , 0.36 , 0.31 , 0.26 , 0.23 
,,Slovakia,,, 16 , 12 , 4 , 3 , 6 , 4 , 4 , 7 , 4 , 10 , 1 ,,, 0.30 , 0.22 , 0.07 , 0.06 , 0.11 , 0.07 , 0.07 , 0.13 , 0.07 , 0.18 , 0.02 
,,Ukraine, 205 , 172 , 178 , 233 , 256 , 279 , 338 , 292 ,,,,,, 0.43 , 0.36 , 0.38 , 0.50 , 0.55 , 0.61 , 0.74 , 0.64 ,,,,,
,,Romania*, 321 , 272 , 280 , 289 , 287 , 265 ,, 321 , 307 , 391 , 310 , 290 , 295 , 1.48 , 1.26 , 1.31 , 1.36 , 1.37 , 1.28 ,, 1.58 , 1.53 , 1.96 , 1.57 , 1.48 , 1.51 
,Northern Europe,Finland, 1 , 2 , 2 , 1 , 1 , -   , 3 , 1 , 3 , 1 , 1 , 1 , 1 , 0.02 , 0.04 , 0.04 , 0.02 , 0.02 , -   , 0.06 , 0.02 , 0.06 , 0.02 , 0.02 , 0.02 , 0.02 
,,Ireland, 53 , 74 , 74 , 81 , 106 , 77 , 146 , 134 , 109 , 101 , 124 , 124 , 153 , 1.31 , 1.80 , 1.76 , 1.89 , 2.42 , 1.72 , 3.20 , 2.90 , 2.34 , 2.16 , 2.65 , 2.65 , 3.26 
,,Latvia, 26 , 41 , 6 , 8 , 9 , 3 , 9 , 8 , 7 , 1 , 18 , 17 , 17 , 1.14 , 1.82 , 0.27 , 0.36 , 0.41 , 0.14 , 0.43 , 0.38 , 0.34 , 0.05 , 0.89 , 0.85 , 0.86 
,,Lithuania, 37 , 62 , 70 , 60 , 66 , 61 , 59 , 69 , 48 , 65 , 46 , 44 , 49 , 1.09 , 1.84 , 2.09 , 1.82 , 2.02 , 1.89 , 1.86 , 2.21 , 1.56 , 2.15 , 1.55 , 1.51 , 1.70 
,,United Kingdom (England and Wales)," 3,125 "," 2,814 "," 2,799 "," 2,367 "," 1,991 "," 2,035 "," 1,860 "," 1,717 "," 1,516 "," 1,388 "," 1,728 "," 2,194 "," 3,012 ", 5.91 , 5.29 , 5.22 , 4.39 , 3.66 , 3.71 , 3.37 , 3.08 , 2.70 , 2.45 , 3.03 , 3.82 ,
